Model,Average ⬆️,Submission Date,Hub License,Type,#Params (B),rebuilt
Corianas/Quokka_2.7b,4.995249580966088,2024-12-05,apache-2.0,🔶 fine-tuned on domain-specific datasets,2.786,14.150943396226415
Corianas/llama-3-reactor,13.99546972704566,2024-07-23,apache-2.0,🔶 fine-tuned on domain-specific datasets,,38.265947888589395
CortexLM/btlm-7b-base-v0.2,8.920254930681883,2024-06-26,mit,🟢 pretrained,6.885,20.799640610961365
Cran-May/SCE-2-24B,31.951539780759408,2025-02-04,,"💬 chat models (RLHF, DPO, IFT, ...)",23.572,82.02156334231806
Cran-May/SCE-3-24B,30.620429636223,2025-02-04,,"💬 chat models (RLHF, DPO, IFT, ...)",23.572,79.95507637017072
Cran-May/T.E-8.1,35.699515240521414,2024-09-29,cc-by-nc-sa-4.0,"💬 chat models (RLHF, DPO, IFT, ...)",7.616,74.83378256963164
Cran-May/merge_model_20250308_2,40.25753367174487,2025-03-08,,🤝 base merges and moerges,14.766,92.06648697214736
Cran-May/merge_model_20250308_3,33.22959855955027,2025-03-08,,🤝 base merges and moerges,14.766,81.32075471698114
Cran-May/merge_model_20250308_4,37.569693940140574,2025-03-08,,🤝 base merges and moerges,14.766,88.29290206648697
Cran-May/tempmotacilla-cinerea-0308,43.6405549503723,2025-03-09,,"💬 chat models (RLHF, DPO, IFT, ...)",14.766,90.30548068283917
CreitinGameplays/Llama-3.1-8B-R1-v0.1,10.034841772545372,2025-03-10,mit,🔶 fine-tuned on domain-specific datasets,8.03,27.358490566037734
CultriX/Qwen2.5-14B-Broca,37.92450077102951,2024-12-23,,🤝 base merges and moerges,14.766,89.7663971248877
CultriX/Qwen2.5-14B-BrocaV9,39.25874716685152,2025-01-10,,🤝 base merges and moerges,14.766,89.35309973045821
CultriX/Qwen2.5-14B-Brocav3,39.84683205575066,2024-12-23,,🤝 base merges and moerges,14.766,90.23360287511231
CultriX/Qwen2.5-14B-Brocav6,39.840730335689976,2024-12-23,,🤝 base merges and moerges,14.766,89.98203054806827
CultriX/Qwen2.5-14B-Brocav7,39.61737991043984,2024-12-23,,🔶 fine-tuned on domain-specific datasets,14.766,90.05390835579514
CultriX/Qwen2.5-14B-Emerged,37.95214334488745,2024-12-19,,🤝 base merges and moerges,14.766,88.96675651392633
CultriX/Qwen2.5-14B-Emergedv3,38.65629185173199,2024-12-21,,🤝 base merges and moerges,14.766,86.58580413297395
CultriX/Qwen2.5-14B-FinalMerge,32.23626965408581,2024-12-23,,🤝 base merges and moerges,14.766,76.12758310871519
CultriX/Qwen2.5-14B-Hyper,37.76193504060264,2025-01-19,,🤝 base merges and moerges,14.766,89.5058400718778
CultriX/Qwen2.5-14B-HyperMarck-dl,39.89416756441815,2025-02-16,apache-2.0,🤝 base merges and moerges,14.766,87.45732255166216
CultriX/Qwen2.5-14B-Hyperionv3,39.76212059640138,2025-01-19,,🤝 base merges and moerges,14.766,90.97933513027853
CultriX/Qwen2.5-14B-Hyperionv4,37.67001853618524,2025-01-19,,🤝 base merges and moerges,14.766,89.4878706199461
CultriX/Qwen2.5-14B-Hyperionv5,39.72496970046036,2025-01-19,,🤝 base merges and moerges,14.766,90.13477088948787
CultriX/Qwen2.5-14B-MegaMerge-pt2,38.79652976123104,2024-10-25,,🤝 base merges and moerges,14.766,89.29919137466308
CultriX/Qwen2.5-14B-MergeStock,38.74423639967271,2024-10-24,,🤝 base merges and moerges,14.766,88.79604672057503
CultriX/Qwen2.5-14B-ReasoningMerge,40.64588590091172,2025-02-18,apache-2.0,🤝 base merges and moerges,14.766,89.97304582210242
CultriX/Qwen2.5-14B-Ultimav2,38.835600416037856,2025-02-05,apache-2.0,🤝 base merges and moerges,14.766,90.97933513027851
CultriX/Qwen2.5-14B-Unity,38.29922923584618,2024-12-21,,🤝 base merges and moerges,14.766,83.56693620844564
CultriX/Qwen2.5-14B-Wernicke,37.94335063991926,2024-10-22,apache-2.0,🤝 base merges and moerges,14.77,88.95777178796047
CultriX/Qwen2.5-14B-Wernicke-SFT,33.549511791224056,2024-11-17,apache-2.0,🔶 fine-tuned on domain-specific datasets,14.77,76.90026954177897
CultriX/Qwen2.5-14B-Wernicke-SLERP,36.5436519453458,2024-10-25,,🤝 base merges and moerges,14.491,75.0943396226415
CultriX/Qwen2.5-14B-Wernickev3,38.38114202702078,2024-12-19,,🤝 base merges and moerges,14.766,89.31716082659479
CultriX/Qwen2.5-14B-partialmergept1,39.10871735916122,2025-01-19,,🤝 base merges and moerges,14.766,86.45103324348608
CultriX/Qwenfinity-2.5-14B,32.322008098684286,2024-12-23,,🤝 base merges and moerges,14.766,77.13387241689128
CultriX/Qwestion-14B,38.54922603408469,2024-11-23,,🤝 base merges and moerges,14.766,89.43396226415096
CultriX/SeQwence-14B,36.886272868734814,2024-11-20,apache-2.0,🔶 fine-tuned on domain-specific datasets,14.766,87.8167115902965
CultriX/SeQwence-14B-EvolMerge,38.018640895247245,2024-11-27,apache-2.0,🤝 base merges and moerges,14.766,89.7214734950584
CultriX/SeQwence-14B-EvolMergev1,38.4634621004166,2024-11-27,,🤝 base merges and moerges,14.766,88.58939802336029
CultriX/SeQwence-14B-v5,37.60854208566567,2024-11-18,,🤝 base merges and moerges,14.766,89.43396226415095
CultriX/SeQwence-14Bv1,38.625628460880606,2024-11-27,apache-2.0,🤝 base merges and moerges,14.766,89.37106918238995
CultriX/SeQwence-14Bv2,38.74007503457753,2024-12-08,,🤝 base merges and moerges,14.766,85.74123989218329
CultriX/SeQwence-14Bv3,38.665815540663296,2024-11-27,,🤝 base merges and moerges,14.766,86.01976639712488
DRXD1000/Atlas-7B,8.78657746420255,2024-12-10,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.768,17.28661275831087
DRXD1000/Phoenix-7B,12.420154178714036,2024-12-11,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.242,28.706199460916444
DUAL-GPO/zephyr-7b-ipo-0k-15k-i1,15.492947659683166,2024-09-22,,"💬 chat models (RLHF, DPO, IFT, ...)",14.483,41.95867026055705
DZgas/GIGABATEMAN-7B,20.47146897335566,2024-09-15,,🤝 base merges and moerges,7.242,52.93800539083557
Daemontatox/AetherDrake-SFT,22.91796073644076,2024-12-25,apache-2.0,🔶 fine-tuned on domain-specific datasets,8.03,59.80233602875112
Daemontatox/AetherSett,31.420122512312307,2024-12-30,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,77.6190476190476
Daemontatox/AetherTOT,23.178825097337903,2024-12-28,apache-2.0,🔶 fine-tuned on domain-specific datasets,10.67,63.05480682839174
Daemontatox/AetherTOT,22.874708418571885,2024-12-28,apache-2.0,🌸 multimodal,10.67,63.05480682839174
Daemontatox/AetherUncensored,18.37486391721989,2025-01-09,,🔶 fine-tuned on domain-specific datasets,8.03,40.60197663971248
Daemontatox/Cogito-MIS,11.081961864729385,2025-02-18,,🔶 fine-tuned on domain-specific datasets,23.572,29.39802336028751
Daemontatox/CogitoDistil,17.180474194347855,2025-01-22,,🔶 fine-tuned on domain-specific datasets,7.616,31.82389937106918
Daemontatox/CogitoZ,39.383291042826805,2025-02-13,apache-2.0,🔶 fine-tuned on domain-specific datasets,32.764,88.3108715184187
Daemontatox/CogitoZ14,34.383430079600444,2025-01-07,,🔶 fine-tuned on domain-specific datasets,14.77,75.22012578616352
Daemontatox/DocumentCogito,24.220439046588428,2025-01-16,apache-2.0,🌸 multimodal,10.67,63.27942497753818
Daemontatox/DocumentCogito,29.10815605844729,2025-03-09,apache-2.0,🌸 multimodal,10.67,63.27942497753818
Daemontatox/Llama3.3-70B-CogniLink,42.77471354959223,2025-03-02,apache-2.0,🔶 fine-tuned on domain-specific datasets,70.554,93.36927223719677
Daemontatox/Llama_cot,27.115741618463783,2025-03-09,,🌸 multimodal,10.67,60.35040431266846
Daemontatox/MawaredT1,29.23129822157277,2025-01-02,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,73.44115004492363
Daemontatox/Mini_QwQ,30.832499483820992,2025-01-16,,🔶 fine-tuned on domain-specific datasets,7.616,76.00179694519316
Daemontatox/NemoR,18.07399800099431,2024-12-31,,🔶 fine-tuned on domain-specific datasets,6.124,50.044923629829285
Daemontatox/PathFinderAI2.0,36.25665231066442,2025-01-21,apache-2.0,🔶 fine-tuned on domain-specific datasets,32.764,88.40970350404312
Daemontatox/PathFinderAi3.0,40.45869427281298,2025-01-21,apache-2.0,🔶 fine-tuned on domain-specific datasets,32.764,89.79335130278527
Daemontatox/PathfinderAI,38.13131352504058,2024-12-25,apache-2.0,🔶 fine-tuned on domain-specific datasets,32.764,87.7717879604672
Daemontatox/PathfinderAI,36.54876805856116,2024-12-30,apache-2.0,🔶 fine-tuned on domain-specific datasets,32.764,87.7717879604672
Daemontatox/Phi-4-COT,26.128818323637788,2025-01-11,,🔶 fine-tuned on domain-specific datasets,14.66,72.20125786163521
Daemontatox/PixelParse_AI,22.92506088584278,2024-12-29,apache-2.0,🌸 multimodal,10.67,61.74303683737645
Daemontatox/RA2.0,23.232562711526068,2025-01-01,,🔶 fine-tuned on domain-specific datasets,7.616,55.9119496855346
Daemontatox/RA_Reasoner,29.20800259079704,2024-12-25,apache-2.0,🔶 fine-tuned on domain-specific datasets,10.306,72.97394429469902
Daemontatox/RA_Reasoner2.0,29.039667218867848,2024-12-29,apache-2.0,🔶 fine-tuned on domain-specific datasets,10.306,71.81491464510333
Daemontatox/ReasonTest,25.858232794071,2024-12-31,,🔶 fine-tuned on domain-specific datasets,3.808,69.96406109613656
Daemontatox/Research_PathfinderAI,9.365878628802648,2025-02-21,,🔶 fine-tuned on domain-specific datasets,1.777,21.79694519317161
Daemontatox/SphinX,29.87478015820759,2024-12-31,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,74.6900269541779
Daemontatox/Sphinx2.0,37.69418546772203,2024-12-30,apache-2.0,🔶 fine-tuned on domain-specific datasets,14.77,69.937106918239
Daemontatox/TinySphinx,8.167167127412911,2024-12-31,,🔶 fine-tuned on domain-specific datasets,0.247,19.69451931716083
Daemontatox/TinySphinx2.0,7.583926718324835,2024-12-31,,🔶 fine-tuned on domain-specific datasets,0.247,20.566037735849054
Daemontatox/Zirel-7B-Math,30.97662500003112,2025-02-28,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,80.80862533692722
Daemontatox/Zirel_1.5,14.243506396749902,2025-03-04,apache-2.0,🔶 fine-tuned on domain-specific datasets,1.544,33.88140161725068
Daemontatox/mini-Cogito-R1,11.629717650498437,2025-02-22,apache-2.0,🔶 fine-tuned on domain-specific datasets,1.777,32.94699011680144
Daemontatox/mini_Pathfinder,19.872595162464076,2025-01-20,,🔶 fine-tuned on domain-specific datasets,7.616,37.16981132075472
Dampfinchen/Llama-3.1-8B-Ultra-Instruct,30.159277021889157,2024-08-26,llama3,🤝 base merges and moerges,8.03,67.17879604672058
Danielbrdz/Barcenas-10b,31.870970597687855,2025-01-06,apache-2.0,🔶 fine-tuned on domain-specific datasets,10.306,78.81401617250674
Danielbrdz/Barcenas-14b-Phi-3-medium-ORPO,31.88950498581046,2024-08-13,mit,"💬 chat models (RLHF, DPO, IFT, ...)",13.96,79.8472596585804
Danielbrdz/Barcenas-14b-phi-4,28.746056207730017,2025-01-26,mit,🔶 fine-tuned on domain-specific datasets,14.66,78.56244384546271
Danielbrdz/Barcenas-14b-phi-4-v2,31.447866315089907,2025-02-05,mit,🔶 fine-tuned on domain-specific datasets,14.66,80.2785265049416
Danielbrdz/Barcenas-3b-GRPO,20.5654768779582,2025-02-08,llama3.2,🔶 fine-tuned on domain-specific datasets,3.213,46.60377358490566
Danielbrdz/Barcenas-Llama3-8b-ORPO,26.51900505359198,2024-06-29,other,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,64.79784366576818
Danielbrdz/Barcenas-R1-Qwen-1.5b,15.138858570183295,2025-01-26,mit,🔶 fine-tuned on domain-specific datasets,1.777,39.721473495058405
Dans-DiscountModels/12b-mn-dans-reasoning-test-2,15.564777531713789,2025-03-07,,🔶 fine-tuned on domain-specific datasets,12.248,37.03504043126684
Dans-DiscountModels/12b-mn-dans-reasoning-test-3,19.13127211265294,2025-03-10,,🔶 fine-tuned on domain-specific datasets,12.248,46.81940700808625
Dans-DiscountModels/Dans-Instruct-CoreCurriculum-12b-ChatML,13.542857676063695,2024-09-04,apache-2.0,🔶 fine-tuned on domain-specific datasets,12.248,47.906558849955076
Dans-DiscountModels/Dans-Instruct-Mix-8b-ChatML,13.521356471467334,2024-09-14,,🔶 fine-tuned on domain-specific datasets,8.03,38.16711590296495
Dans-DiscountModels/Dans-Instruct-Mix-8b-ChatML-V0.1.0,13.074906766382025,2024-09-20,,🔶 fine-tuned on domain-specific datasets,8.03,36.00179694519317
Dans-DiscountModels/Dans-Instruct-Mix-8b-ChatML-V0.1.1,13.349347006636378,2024-09-23,,🔶 fine-tuned on domain-specific datasets,8.03,36.720575022461816
Dans-DiscountModels/Dans-Instruct-Mix-8b-ChatML-V0.2.0,19.08185593143887,2024-09-30,,🔶 fine-tuned on domain-specific datasets,8.03,42.04851752021563
Dans-DiscountModels/Mistral-7b-v0.3-Test-E0.7,19.169864255303853,2024-11-15,,🔶 fine-tuned on domain-specific datasets,7.0,45.53459119496855
Dans-DiscountModels/mistral-7b-test-merged,22.073339331094918,2024-11-30,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.0,47.82569631626236
Darkknight535/OpenCrystal-12B-L3,20.685476383122637,2024-08-26,,🤝 base merges and moerges,11.52,52.16531895777179
DavidAU/DeepHermes-3-Llama-3-8B-Preview-16.5B-Brainstorm,18.4525815482333,2025-03-10,,🔶 fine-tuned on domain-specific datasets,16.537,49.748427672955984
DavidAU/DeepSeek-BlackRoot-R1-Distill-Llama-3.1-8B,19.075555358413183,2025-03-10,,🔶 fine-tuned on domain-specific datasets,8.03,53.9802336028751
DavidAU/DeepSeek-Grand-Horror-SMB-R1-Distill-Llama-3.1-16B,14.762746148661485,2025-03-10,,🔶 fine-tuned on domain-specific datasets,15.664,43.19856244384546
DavidAU/DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Deep-Thinker-Uncensored-24B,20.033732738998072,2025-03-10,,🔶 fine-tuned on domain-specific datasets,24.942,56.66666666666666
DavidAU/DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Mad-Scientist-24B,18.80531524670597,2025-03-10,,🔶 fine-tuned on domain-specific datasets,24.942,54.034141958670254
DavidAU/DeepSeek-R1-Distill-Qwen-25.5B-Brainstorm,35.28187768500508,2025-03-10,,🔶 fine-tuned on domain-specific datasets,25.506,83.1266846361186
DavidAU/DeepSeek-V2-Grand-Horror-SMB-R1-Distill-Llama-3.1-Uncensored-16.5B,15.169195541253533,2025-03-10,,🔶 fine-tuned on domain-specific datasets,16.537,42.6325247079964
DavidAU/DeepThought-MOE-8X3B-R1-Llama-3.2-Reasoning-18B,16.128174383829172,2025-03-10,,🔶 fine-tuned on domain-specific datasets,18.405,37.708894878706204
DavidAU/Gemma-The-Writer-9B,20.57119536629256,2025-01-11,,🤝 base merges and moerges,10.159,52.79424977538185
DavidAU/Gemma-The-Writer-DEADLINE-10B,21.6766411356942,2025-01-11,,🤝 base merges and moerges,10.952,57.78077268643306
DavidAU/Gemma-The-Writer-J.GutenBerg-10B,22.350742726448782,2025-01-11,,🤝 base merges and moerges,10.034,61.221922731356685
DavidAU/Gemma-The-Writer-Mighty-Sword-9B,32.033823768599724,2025-01-11,,🤝 base merges and moerges,10.159,66.7475292003594
DavidAU/Gemma-The-Writer-N-Restless-Quill-10B-Uncensored,31.67934579653929,2025-01-11,,🤝 base merges and moerges,10.034,66.26235399820305
DavidAU/L3-DARKEST-PLANET-16.5B,24.265056044870743,2025-01-11,,🤝 base merges and moerges,16.537,56.486972147349505
DavidAU/L3-Dark-Planet-8B,20.469184056256054,2024-09-12,,🔶 fine-tuned on domain-specific datasets,8.03,50.38634321653189
DavidAU/L3-Jamet-12.2B-MK.V-Blackroot-Instruct,17.857043217965458,2024-09-04,,🔶 fine-tuned on domain-specific datasets,12.174,42.86612758310872
DavidAU/L3-Lumimaid-12.2B-v0.1-OAS-Instruct,17.831555665481403,2024-09-12,,🔶 fine-tuned on domain-specific datasets,12.174,44.07008086253369
DavidAU/L3-SMB-Instruct-12.2B-F32,18.90163889043809,2024-09-12,,🔶 fine-tuned on domain-specific datasets,12.174,45.54357592093441
DavidAU/L3-Stheno-Maid-Blackroot-Grand-HORROR-16B,17.197491298716887,2024-09-04,,🔶 fine-tuned on domain-specific datasets,16.537,39.81132075471698
DavidAU/L3-Stheno-v3.2-12.2B-Instruct,18.73968028525321,2024-09-12,,🔶 fine-tuned on domain-specific datasets,12.174,45.39083557951483
DavidAU/L3.1-Dark-Planet-SpinFire-Uncensored-8B,24.710302269160096,2025-01-11,,🤝 base merges and moerges,8.03,53.77358490566038
DavidAU/L3.1-MOE-2X8B-Deepseek-DeepHermes-e32-uncensored-abliterated-13.7B,19.615401464984767,2025-03-10,,🔶 fine-tuned on domain-specific datasets,13.668,50.15274034141958
DavidAU/Qwen2.5-MOE-2X1.5B-DeepSeek-Uncensored-Censored-4B,5.120376565217631,2025-03-10,,🔶 fine-tuned on domain-specific datasets,4.089,15.148247978436657
DavidAU/Qwen2.5-MOE-2X7B-DeepSeek-Abliterated-Censored-19B,13.021728019791546,2025-03-10,,🔶 fine-tuned on domain-specific datasets,19.022,36.486972147349505
DavidAU/Qwen2.5-MOE-6x1.5B-DeepSeek-Reasoning-e32,6.418592963200898,2025-03-10,,🔶 fine-tuned on domain-specific datasets,8.714,16.78346810422282
Davidsv/SUONG-1,5.32234226282347,2025-02-14,,🤝 base merges and moerges,2.879,9.389038634321652
DavieLion/Llama-3.2-1B-SPIN-iter0,3.6238167467938993,2024-12-29,llama3.2,🔶 fine-tuned on domain-specific datasets,1.236,7.834681042228212
DavieLion/Llama-3.2-1B-SPIN-iter0,3.985688359677067,2024-12-29,llama3.2,🔶 fine-tuned on domain-specific datasets,1.236,7.834681042228212
DavieLion/Llama-3.2-1B-SPIN-iter1,3.7519748574168585,2024-12-29,llama3.2,🔶 fine-tuned on domain-specific datasets,1.236,8.526504941599281
DavieLion/Llama-3.2-1B-SPIN-iter2,3.658145708347315,2024-12-29,llama3.2,🔶 fine-tuned on domain-specific datasets,1.236,8.005390835579513
DavieLion/Llama-3.2-1B-SPIN-iter3,3.593140598286666,2024-12-29,llama3.2,🔶 fine-tuned on domain-specific datasets,1.236,7.286612758310872
DavieLion/Llama-3.2-1B-SPIN-iter3,3.6136899611836006,2024-12-29,llama3.2,🔶 fine-tuned on domain-specific datasets,1.236,7.286612758310872
DavieLion/Lllma-3.2-1B,3.932331961262434,2024-12-27,llama3.2,🔶 fine-tuned on domain-specific datasets,1.236,7.825696316262352
DebateLabKIT/Llama-3.1-Argunaut-1-8B-SFT,24.113556306971883,2025-01-02,llama3.1,🔶 fine-tuned on domain-specific datasets,8.03,59.038634321653184
Deci/DeciLM-7B,15.023477940437225,2024-06-12,apache-2.0,🟢 pretrained,7.044,42.94699011680144
Deci/DeciLM-7B-instruct,17.470092220993035,2024-06-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",7.044,40.64690026954179
DeepAutoAI/Explore_Llama-3.1-8B-Inst,28.926700693431915,2024-10-09,apache-2.0,🤝 base merges and moerges,8.03,63.737646001796946
DeepAutoAI/Explore_Llama-3.2-1B-Inst,13.897376870733368,2024-10-09,apache-2.0,🤝 base merges and moerges,1.236,28.724168912848164
DeepAutoAI/Explore_Llama-3.2-1B-Inst_v0,13.359085066778022,2024-10-08,,🤝 base merges and moerges,1.236,27.84366576819407
DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1,10.921433609301348,2024-10-08,apache-2.0,🤝 base merges and moerges,1.236,22.407906558849955
DeepAutoAI/Explore_Llama-3.2-1B-Inst_v1.1,14.311829325717667,2024-10-17,apache-2.0,🤝 base merges and moerges,1.236,23.746630727762806
DeepAutoAI/causal_gpt2,6.032059300937514,2024-10-17,,🤝 base merges and moerges,0.124,19.901168014375557
DeepAutoAI/d2nwg_Llama-3.1-8B-Instruct-v0.0,29.33896549450444,2024-09-10,,🤝 base merges and moerges,8.03,65.17520215633424
DeepAutoAI/d2nwg_causal_gpt2,6.305441322097188,2024-10-18,,🤝 base merges and moerges,0.124,20.224618149146455
DeepAutoAI/d2nwg_causal_gpt2_v1,6.419565742614277,2024-10-19,,🤝 base merges and moerges,0.124,20.20664869721473
DeepAutoAI/ldm_soup_Llama-3.1-8B-Inst,29.85905810866196,2024-10-09,apache-2.0,🤝 base merges and moerges,8.03,67.27762803234502
DeepAutoAI/ldm_soup_Llama-3.1-8B-Instruct-v0.0,29.73524433069372,2024-09-15,,🤝 base merges and moerges,8.03,66.35220125786164
DeepAutoAI/ldm_soup_Llama-3.1-8B-Instruct-v0.1,29.73524433069372,2024-09-16,,🤝 base merges and moerges,8.03,66.35220125786164
DeepMount00/Lexora-Lite-3B,24.888387400166817,2024-10-20,,🔶 fine-tuned on domain-specific datasets,3.086,51.74303683737646
DeepMount00/Lexora-Lite-3B_v2,22.690213091300453,2025-02-25,,🔶 fine-tuned on domain-specific datasets,3.086,51.25786163522014
DeepMount00/Lexora-Medium-7B,25.83719802694387,2024-09-24,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,66.91823899371069
DeepMount00/Llama-3-8b-Ita,26.7968164089867,2024-06-27,llama3,🔶 fine-tuned on domain-specific datasets,8.03,65.40880503144653
DeepMount00/Llama-3.1-8b-Ita,26.26573192518462,,,❓ other,0.0,70.75471698113206
DeepMount00/Llama-3.1-Distilled,29.631398468956544,2024-10-25,llama3,🔶 fine-tuned on domain-specific datasets,8.03,68.0952380952381
DeepMount00/Qwen2-1.5B-Ita,16.83176132950784,2025-02-28,apache-2.0,🔶 fine-tuned on domain-specific datasets,1.544,36.702605570530096
DeepMount00/Qwen2-1.5B-Ita_v2,17.07000871129109,2025-03-06,apache-2.0,🔶 fine-tuned on domain-specific datasets,1.544,37.69092542677448
DeepMount00/Qwen2-1.5B-Ita_v3,16.948513223691304,2025-03-06,apache-2.0,🔶 fine-tuned on domain-specific datasets,1.544,36.99011680143756
DeepMount00/Qwen2-1.5B-Ita_v5,17.023240512569227,2025-03-10,apache-2.0,🔶 fine-tuned on domain-specific datasets,1.544,34.88769092542678
DeepMount00/Qwen2-1.5B-Ita_v6,14.577672072316156,2025-03-10,,🤝 base merges and moerges,1.497,38.095238095238095
DeepMount00/Qwen2.5-7B-Instruct-MathCoder,4.39690970265251,2024-10-24,,🔶 fine-tuned on domain-specific datasets,7.616,12.353998203054807
